Property ID,Locality name,Postal code,price,Type of property,Subtype of property,Number of rooms,Surface of the plot,Living area,kitchen,furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of builing
20223433,Geel,2440,€354850,apartment,,2,,108 m²,1,,,22 m²,,2,,
20223459,Zichem,3271,€175000,house,,3,220 m²,153 m²,1,,,,,2,,To renovate
20223438,Westerlo,2260,€330000,house,,3,,164 m²,1,,,,,4,,To renovate
20125978,Erpe,9420,€149000,house,,1,800 m²,64 m²,1,,,,,4,,To renovate
11440186,Seraing,4100,€149900,house,,2,110 m²,75 m²,1,0,,,45 m²,3,0,To renovate
20121017,Ans,4430,€149900,house,,3,140 m²,82 m²,1,1,,12 m²,70 m²,3,,Good
20066689,Oudenaarde,9700,€155000,house,,3,272 m²,125 m²,1,0,,,,,,To renovate
11443359,Seraing,4100,€159000,house,,1,220 m²,85 m²,1,0,,10 m²,115 m²,2,0,Just renovated
11422040,Liege,4000,€169000,house,,3,60 m²,92 m²,1,0,,8 m²,,2,0,Good
20048925,Grace-hollogne,4460,€175000,house,,2,190 m²,70 m²,1,0,,40 m²,80 m²,2,0,Just renovated
11364777,Oudenaarde,9700,€175000,mixed-use-building,,1,77 m²,67 m²,1,0,,3 m²,,,,Good
20096563,Genappe,1470,€185000,house,,3,96 m²,200 m²,1,0,,,,2,,To be done up
11448130,Seraing,4100,€199000,house,,4,285 m²,160 m²,1,0,,80 m²,160 m²,2,0,Just renovated
11343626,Seraing,4101,€199000,house,,4,540 m²,140 m²,1,0,,30 m²,360 m²,3,0,To be done up
20010052,Aywaille,4920,€199000,house,,4,676 m²,131 m²,1,0,,20 m²,554 m²,4,0,Good
20052313,Sint-niklaas,9100,€215000,house,,3,311 m²,147 m²,1,,,,181 m²,2,,To renovate
20017527,Beauraing,5570,€219000,house,,3,181 m²,86 m²,1,,,10 m²,100 m²,2,,Good
11443358,Grace-hollogne,4460,€220000,mixed-use-building,,5,297 m²,255 m²,1,0,,45 m²,60 m²,2,0,To renovate
20102891,Paliseul,6850,€229000,house,,4,502 m²,144 m²,1,0,,10 m²,150 m²,3,,Good
20017904,Grace-hollogne,4460,€230000,house,,3,1100 m²,200 m²,1,0,,60 m²,787 m²,3,,To renovate
20133074,Herselt,2230,€232500,house,,3,678 m²,108 m²,1,,,,,4,,To be done up
11371413,Montegnee,4420,€249000,house,,4,232 m²,127 m²,1,,,32 m²,68 m²,3,,Just renovated
11428319,Ronse,9600,€249000,mixed-use-building,,4,120 m²,332 m²,1,0,,27 m²,,2,0,As new
11026338,Brakel,9660,€249000,mixed-use-building,,2,301 m²,301 m²,1,0,,,,,,Good
20072183,Flemalle,4400,€250000,house,,3,556 m²,150 m²,1,0,,300 m²,200 m²,2,0,Good
20119628,Modave,4577,€250000,house,,4,240 m²,130 m²,1,1,,45 m²,,3,,Just renovated
11211270,Liege,4020,€259000,house,,4,266 m²,138 m²,1,0,,,,3,0,Good
11356441,Huy,4500,€259000,house,,2,240 m²,165 m²,1,,,22 m²,127 m²,3,,Good
11285637,Flemalle-grande,4400,€265000,house,,3,115 m²,123 m²,1,,,35 m²,,3,,Just renovated
11277595,Grace-hollogne,4460,€265000,house,,5,770 m²,176 m²,1,,,28 m²,330 m²,4,,To be done up
11411458,Nederhasselt,9400,€265000,house,,3,1404 m²,136 m²,1,,,,,4,,To renovate
20153027,Oudenaarde,9700,€269000,house,,4,279 m²,160 m²,1,0,,,,,,To renovate
20020916,Merelbeke,9820,€269000,house,,3,462 m²,186 m²,1,0,,,201 m²,3,0,To renovate
20223432,Tessenderlo,3980,€249000,house,,3,1520 m²,123 m²,1,,,,,3,,To renovate
20223457,Westerlo,2260,€249000,house,,4,320 m²,141 m²,1,,,,,3,,To renovate
20223487,Geel,2440,€175000,apartment,,1,,61 m²,1,,,,,2,,Good
20223439,Mol,2400,€368000,house,,4,620 m²,535 m²,1,,1,,,3,,Good
20223451,Tongerlo,2260,€495000,mansion,,4,1015 m²,265 m²,1,,1,,,4,,To be done up
20223447,Mol,2400,€675000,house,,3,10928 m²,143 m²,1,,,,,4,,To restore
20223430,Herselt,2230,€369000,house,,3,2913 m²,280 m²,1,,,,,4,,To renovate
20223428,Geel,2440,€230000,house,,3,244 m²,155 m²,1,1,,,,3,,To be done up
20223426,Vorst,2430,€245000,house,,3,261 m²,110 m²,1,,,,,2,,To be done up
20223431,Retie,2470,€525000,house,,3,2605 m²,360 m²,1,,,,,4,,Good
20223434,Geel,2440,€339000,house,,3,1151 m²,157 m²,1,,,,,4,,Good
20223429,Geel,2440,€274000,house,,6,459 m²,228 m²,1,,,,,4,,To renovate
20223427,Geel,2440,€795000,house,,5,6400 m²,279 m²,1,,,,,4,,To renovate
20223425,Ramsel,2230,€165000,chalet,,3,2638 m²,77 m²,1,,,,,4,,Good
20223418,Opont,6852,€209000,house,,3,321 m²,130 m²,1,,,,,3,,Good
20223402,P%c3%a9ruwelz,7600,€171000,apartment,,2,,82 m²,1,,,,,3,,As new
20223401,Herselt%20%28herselt%29,2230,€375000,house,,3,5516 m²,201 m²,1,0,,,,2,0,Good
20223399,Knokke-heist,8300,€310000,apartment,,,,42 m²,1,0,,,,2,0,
20223397,Forest,1190,€159000,apartment,,1,,50 m²,1,,,,,2,0,Good
20223395,Schoten,2900,€320000,house,,5,360 m²,209 m²,1,,,,,3,,To renovate
20223393,Archennes,1390,€525000,villa,,5,810 m²,222 m²,1,,1,,810 m²,4,,
20223392,De%20klinge,9170,€325000,house,,3,502 m²,165 m²,1,,,,,3,,To be done up
20223383,Li%c3%88ge,4000,€259000,house,,3,209 m²,203 m²,1,,,19 m²,49 m²,2,,To be done up
20223382,Boom,2850,€229000,house,,3,280 m²,128 m²,1,,,,119 m²,2,,To renovate
20223378,Antwerpen,2060,€299000,house,,3,64 m²,183 m²,1,,,,,2,,To be done up
20223375,Antwerpen,2018,€179000,flat-studio,,,,47 m²,1,,,,,2,,Good
20223374,Antwerpen,2060,€199000,duplex,,1,,48 m²,1,1,,,,,,
20223371,Herselt%20%28herselt%29,2230,€398600,house,,3,5516 m²,208 m²,1,0,,,,3,0,Good
20223370,Knokke-heist,8300,€439000,apartment,,1,,63 m²,1,0,,,,2,0,
20143406,Wezembeek-oppem,1970,€747000,house,,5,682 m²,195 m²,1,0,,40 m²,357 m²,4,0,To renovate
20084929,Herve,4650,€270000,house,,3,975 m²,149 m²,1,0,1,47 m²,810 m²,4,0,Good
20072552,Oupeye,4680,€274000,house,,4,235 m²,231 m²,1,0,1,14 m²,,3,0,Good
20110551,Erezee,6997,€275000,house,,7,780 m²,241 m²,1,0,,121 m²,609 m²,3,0,Good
11303771,Erezee,6997,€275000,house,,7,780 m²,241 m²,1,0,,121 m²,609 m²,3,0,Good
11394668,Puurs-sint-amands,2890,€284000,house,,3,202 m²,139 m²,1,,,,,3,,Good
20039698,Seraing-boncelles,4100,€284000,house,,4,775 m²,130 m²,1,0,,15 m²,700 m²,3,0,Good
20131882,Duffel,2570,,house,,,,,1,,,,,,,
20076836,Antwerpen,2140,€289900,apartment-block,,4,75 m²,140 m²,1,,,,13 m²,2,,To be done up
20076837,Antwerpen,2140,€289900,house,,4,75 m²,140 m²,1,,,,13 m²,2,,To be done up
11458350,Braine-le-chateau,1440,€290000,house,,2,799 m²,166 m²,1,,,,,4,,Just renovated
20102273,Braine-lalleud,1420,€295000,apartment-block,,2,164 m²,200 m²,1,,,,,2,,To be done up
11352766,Overijse,3090,€298000,house,,3,663 m²,144 m²,1,0,,18 m²,490 m²,3,,To renovate
20095019,Baillamont,5555,€299000,house,,3,1401 m²,124 m²,1,,,20 m²,,4,,Good
20143391,Pollare,9401,€299000,house,,3,230 m²,178 m²,1,,,,,3,,Good
20081149,Herzele,9550,€309000,house,,3,530 m²,210 m²,1,0,,20 m²,260 m²,3,0,To renovate
20125976,Erpe,9420,€310000,house,,3,266 m²,155 m²,1,,,,,4,,Good
11410192,Deinze,9800,€315000,house,,3,492 m²,110 m²,1,,,1 m²,1 m²,3,,Good
11467052,Soignies,7060,€330000,villa,,3,405 m²,187 m²,1,0,,5 m²,180 m²,4,0,Good
11381534,Oudenaarde,9700,€339000,mansion,,5,580 m²,300 m²,1,0,,,,,,To renovate
20155350,Beveren-waas,9120,€349000,town-house,,3,205 m²,175 m²,1,,,,95 m²,,,Good
20138828,Kieldrecht,9130,€349000,town-house,,3,205 m²,175 m²,1,,,,95 m²,,,Good
11382956,Antwerpen,2060,€349900,apartment-block,,3,100 m²,174 m²,1,,,,27 m²,2,,Good
20125330,Sint-katelijne-waver,2860,€359000,house,,3,376 m²,183 m²,1,,,,59 m²,3,,To renovate
20058884,Duffel,2570,€368000,house,,3,412 m²,355 m²,1,,,,,2,,To renovate
20058881,Duffel,2570,€368000,mixed-use-building,,3,412 m²,355 m²,1,,,,,2,,To renovate
20058882,Duffel,2570,€368000,apartment-block,,3,412 m²,355 m²,1,,,,,2,,To renovate
20073521,Arlon,6700,€370000,house,,3,432 m²,202 m²,1,0,,34 m²,329 m²,3,0,Good
20034290,Maarkedal,9680,€375000,house,,3,934 m²,143 m²,1,0,,,,,,To renovate
20112496,Zottegem,9620,,bungalow,,,,,1,,,,,,,
20096947,Braine-lalleud,1420,€390000,house,,3,290 m²,195 m²,1,0,,6 m²,200 m²,2,0,Good
20187752,Burg-reuland,4790,€330000,house,,3,2016 m²,137 m²,1,,,,1 m²,4,0,Good
11004834,Middelkerke,8430,€220000,ground-floor,,,,128 m²,1,,,,,,,Just renovated
20223360,Antwerpen%20kiel,2020,€229000,apartment,,2,,87 m²,1,0,,,,2,0,Good
20223358,Tournai,7500,€300000,house,,4,140 m²,255 m²,1,,,,,2,,To renovate
20223354,Malderen,1840,€369000,duplex,,3,,121 m²,1,,,5 m²,,,,
20223352,Antwerpen,2060,€199000,apartment,,1,,48 m²,1,,,,,,,
20223336,Wasmes,7340,€60000,house,,2,190 m²,128 m²,1,0,,,,3,,
20223337,Jurbise,7050,€175000,apartment,,1,,60 m²,1,0,,,,4,,
20223335,Jurbise,7050,€199000,apartment,,2,,95 m²,1,0,,,,4,,
11360806,Rhode-saint-gen%c3%a8se,1640,€2250000,exceptional-property,,5,2000 m²,545 m²,1,,1,1 m²,1 m²,4,1,As new
20223333,Namur,5101,€480000,villa,,2,996 m²,233 m²,1,,1,1 m²,880 m²,4,0,Good
20223332,Balen,2490,€387986,house,,3,756 m²,,1,,,,,4,,
20223331,Balen,2490,€388079,house,,3,709 m²,,1,,,,,4,,
20223330,Balen,2490,€388079,house,,3,720 m²,,1,,,,,4,,
20223329,Balen,2490,€386049,house,,3,734 m²,,1,,,,,4,,
20223323,Knokke-heist,8300,€625000,duplex,,2,,83 m²,1,0,,,,3,0,
20223320,Antwerpen,2060,€199000,apartment,,1,,48 m²,1,1,,,,,,
20025521,Oostende,8400,€315000,house,,4,125 m²,220 m²,1,,,,,,,
20223314,Ieper,8900,€164900,house,,3,67 m²,146 m²,1,,,,,3,,To renovate
20223310,Uccle,1180,€370000,apartment,,2,,125 m²,1,,,15 m²,,3,,Good
20223309,Evere,1140,€145000,apartment,,1,,49 m²,1,,,10 m²,,,,Good
20166857,Ecaussinnes-lalaing,7191,€190000,house,,2,,115 m²,1,,,,,3,,As new
20223296,Antwerpen,2060,€220000,ground-floor,,1,,53 m²,1,,,12 m²,12 m²,,,
20223295,Deurne,2100,€195000,apartment,,3,,96 m²,1,,,,,2,,Good
20223294,Gerpinnes,6280,€210000,house,,2,,95 m²,1,,,,,,,Good
20223292,Overpelt,3900,€385000,house,,3,265 m²,154 m²,1,,,,,3,,
20223289,Malmedy,4960,€209000,house,,3,403 m²,130 m²,1,1,,13 m²,,3,0,To be done up
20223287,Beauraing%20honnay,5570,€195000,country-cottage,,3,1441 m²,139 m²,1,1,,,,4,,To renovate
20223284,Oosterzele,9860,€479000,house,,4,,189 m²,1,,,,,3,,
20223285,Ellezelles,7890,€415000,house,,3,834 m²,334 m²,1,,1,,,,,
20068352,Liege,4000,€395000,house,,4,210 m²,211 m²,1,0,,30 m²,150 m²,2,,Good
20164169,Vilvoorde,1800,€429000,mansion,,4,100 m²,176 m²,1,,,,,2,,Just renovated
11323961,Anderlecht,1070,€435000,house,,3,186 m²,143 m²,1,0,,,60 m²,2,0,As new
11416920,Anderlecht,1070,€449000,apartment-block,,5,136 m²,230 m²,1,0,,,44 m²,2,0,Good
20065231,Zwijndrecht,2070,,house,,,,,1,,,,,,,
20133161,Ronse,9600,€449000,mansion,,16,1020 m²,1350 m²,1,,,,,2,,To renovate
20133160,Ronse,9600,€449000,mixed-use-building,,16,1020 m²,1350 m²,1,,,,,2,,To renovate
11467089,Neder-over-heembeek,1120,€450000,house,,4,196 m²,160 m²,1,0,,20 m²,110 m²,2,0,Good
10588160,Nil-saint-vincent-saint-martin,1457,€450000,house,,5,927 m²,160 m²,1,,1,,,4,,Good
11480723,Kortrijk,8500,€455000,house,,2,183 m²,143 m²,1,,,,35 m²,,,Just renovated
11280147,Anderlecht,1070,€459000,town-house,,3,97 m²,178 m²,1,,1,12 m²,60 m²,2,,Just renovated
11280757,Anderlecht,1070,€459000,house,,3,97 m²,178 m²,1,,1,12 m²,60 m²,2,,Just renovated
20145931,Brunehaut,7623,€469000,villa,,3,2876 m²,200 m²,1,,,,,4,,Good
20134229,Templeuve,7520,€485000,villa,,5,712 m²,200 m²,1,,,,,4,,Good
20013953,Ixelles,1050,€549000,house,,4,110 m²,243 m²,1,0,,,,2,0,To renovate
20071393,Zemst,1980,€549000,villa,,3,1055 m²,202 m²,1,,,,981 m²,4,,As new
11437653,Fleron,4620,€550000,mixed-use-building,,4,384 m²,421 m²,1,0,,,80 m²,2,0,Good
20012722,Heverlee,3001,€569000,town-house,,4,146 m²,176 m²,1,0,,,50 m²,,,Good
11435620,Berchem-sainte-agathe,1082,€595000,house,,4,160 m²,190 m²,1,0,,20 m²,,2,0,Good
11278295,Braine-lalleud,1420,€595000,villa,,3,872 m²,229 m²,1,,,20 m²,857 m²,,,As new
20017835,Anderlecht,1070,€599000,house,,3,272 m²,160 m²,1,0,,30 m²,90 m²,2,0,As new
11491657,Oelegem,2520,€625000,villa,,5,1560 m²,275 m²,1,,1,20 m²,1310 m²,4,1,Good
11456785,Flemalle,4400,€640000,villa,,4,2300 m²,230 m²,1,,,,2000 m²,4,,Good
20194841,Etterbeek,1040,€645000,mixed-use-building,,4,67 m²,149 m²,1,,,4 m²,,2,0,Good
11429833,Hatrival,6870,€650000,exceptional-property,,2,11239 m²,73 m²,1,,,,,4,,Just renovated
20054923,Oudenaarde,9700,€695000,mansion,,5,220 m²,447 m²,1,0,,13 m²,,,,As new
20146097,Oostakker,9041,€698000,house,,3,641 m²,210 m²,1,,,40 m²,500 m²,,,Good
20146099,Destelbergen,9070,€698000,house,,3,641 m²,210 m²,1,,,40 m²,500 m²,,,Good
20070356,Chaudfontaine,4052,€750000,villa,,4,1110 m²,350 m²,1,0,,50 m²,900 m²,4,0,As new
20011755,Blegny,4671,€775000,villa,,5,4800 m²,329 m²,1,,,80 m²,4800 m²,4,1,Good
20223284,Oosterzele,9860,€479000,house,,4,,189 m²,1,,,,,3,,
20223285,Ellezelles,7890,€415000,house,,3,834 m²,334 m²,1,,1,,,,,
20223288,Ghoy,7863,€469000,villa,,3,2500 m²,220 m²,1,,1,,,4,,
20223281,Ciney,5590,€395000,mixed-use-building,,4,222 m²,246 m²,1,,,,222 m²,2,,
20223280,Ciney,5590,€395000,apartment-block,,4,222 m²,246 m²,1,,,,222 m²,2,,
11303837,Tessenderlo,3980,€299000,apartment,,3,,146 m²,1,,,24 m²,,,,As new
20223279,Pont-%c3%a0-celles,6230,€220000,apartment,,1,,50 m²,1,0,,8 m²,,2,1,As new
20092430,Jette,1090,€319000,apartment,,2,,117 m²,1,0,,3 m²,,2,,
20223277,Herstal,4040,€169000,house,,2,252 m²,95 m²,1,0,,20 m²,,3,0,To be done up
20223276,Sint-pieters-leeuw,1600,€365000,house,,3,200 m²,144 m²,1,0,,,,3,0,To be done up
20223275,Zele,9240,€225500,house,,2,410 m²,,1,0,,,,3,0,To renovate
20223274,Arendonk,2370,€535000,exceptional-property,,4,667 m²,237 m²,1,,,,,4,1,As new
20223270,Liedekerke,1770,€330000,house,,3,484 m²,176 m²,1,,,,,3,,Good
20223268,Aiseau-presles%20roselies,6250,€362000,house,,4,,315 m²,1,0,,,,3,,Good
20223266,Amay,4540,€359000,house,,3,975 m²,249 m²,1,,,,,3,,Good
20223264,Knokke,8300,€865000,apartment,,2,,75 m²,1,0,,,,2,0,
20223263,Knokke,8300,€975000,apartment,,3,,94 m²,1,0,,,,2,0,
20223262,Spy,5190,€270000,house,,3,950 m²,170 m²,1,,,,,4,,
20223261,Antwerpen,2060,€205000,apartment,,1,,50 m²,1,,,,,2,,Good
20223260,Ath,7800,€225000,apartment,,2,,89 m²,1,,,,,,0,As new
20223256,Gouvy,6673,€345000,house,,4,304 m²,227 m²,1,1,1,,,4,,As new
20223255,Waterloo,1410,€845000,house,,5,978 m²,256 m²,1,0,,,,4,,Good
20223254,Aalst,9300,€530703,house,,4,323 m²,,1,,,1 m²,1 m²,3,0,As new
20223252,Gentbrugge,9050,€389000,house,,3,150 m²,119 m²,1,,,,,2,,Good
11440982,Tournai,7500,€120000,apartment,,1,,45 m²,1,0,,,,2,,As new
20223250,Hasselt,3500,€906000,exceptional-property,,3,,200 m²,1,0,,39 m²,,2,,As new
20223249,Oudsbergen,3670,€355631,house,,3,460 m²,220 m²,1,,,,,3,,As new
20223248,Herselt,2230,€349065,apartment,,2,,116 m²,1,0,,11 m²,,3,,As new
20223247,Lummen,3560,€452500,house,,3,344 m²,240 m²,1,,,,,3,,As new
20146099,Destelbergen,9070,€698000,house,,3,641 m²,210 m²,1,,,40 m²,500 m²,,,Good
20070356,Chaudfontaine,4052,€750000,villa,,4,1110 m²,350 m²,1,0,,50 m²,900 m²,4,0,As new
20011755,Blegny,4671,€775000,villa,,5,4800 m²,329 m²,1,,,80 m²,4800 m²,4,1,Good
11404151,Oudenaarde,9700,€799000,mixed-use-building,,5,2783 m²,391 m²,1,1,,,,,,Good
11386367,Schaerbeek,1030,€800000,apartment-block,,7,238 m²,430 m²,1,0,,15 m²,40 m²,2,,To renovate
20122032,Herent,3020,€825000,mansion,,11,799 m²,669 m²,1,,,,,2,,To be done up
20111631,Zulte,9870,€839000,house,,6,2119 m²,320 m²,1,0,,,,,,Good
11471814,Woluwe-saint-pierre,1150,€845000,house,,5,335 m²,270 m²,1,0,,20 m²,175 m²,3,0,As new
11467907,Ceroux-mousty,1341,€925000,house,,5,2061 m²,282 m²,1,,,91 m²,1831 m²,4,1,As new
20050115,Kraainem,1950,€930000,exceptional-property,,5,2484 m²,267 m²,1,0,,56 m²,2139 m²,3,0,As new
20132489,Chaudfontaine,4053,€970000,villa,,4,1060 m²,305 m²,1,0,,20 m²,1060 m²,4,1,As new
20143919,Zwalm,9630,€975000,mansion,,6,2461 m²,615 m²,1,0,,,,,1,As new
11350818,Grimbergen,1851,€1200000,villa,,3,1597 m²,260 m²,1,,,30 m²,,4,,Good
20122012,Zwalm,9630,€1350000,mansion,,6,2461 m²,615 m²,1,0,,,,,1,As new
20123291,Uccle,1180,€1450000,house,,4,706 m²,276 m²,1,0,,40 m²,373 m²,4,0,As new
11310647,Etterbeek,1040,€1790000,apartment-block,,9,292 m²,528 m²,1,1,,86 m²,90 m²,2,0,As new
9948962,Theux,4910,€1960000,castle,,25,14065 m²,1120 m²,1,0,,34 m²,12330 m²,4,0,Good
20164074,Sint-niklaas,9100,€225000,apartment,,1,,75 m²,1,,,16 m²,44 m²,,,Good
20166360,Izegem,8870,€249000,apartment,,2,,111 m²,1,,,,,,,Good
20197755,Sint-niklaas,9100,€266000,apartment,,1,,73 m²,1,,,18 m²,62 m²,2,,
20197769,Sint-niklaas,9100,€299500,apartment,,2,,85 m²,1,,,23 m²,47 m²,2,,
20197763,Limal,9100,€398000,apartment,,3,,118 m²,1,,,23 m²,84 m²,2,,
20194981,Sint-amandsberg,9040,€489000,house,,4,162 m²,150 m²,1,0,,12 m²,162 m²,,,As new
20234753,Liege,4000,€110000,flat-studio,,1,,30 m²,1,0,,,,2,0,As new
20115587,Liege,4000,€110000,duplex,,1,,70 m²,1,0,,15 m²,,2,0,Just renovated
20237560,Liege,4000,€125000,flat-studio,,,,46 m²,1,0,,5 m²,,2,0,Good
20234722,Liege,4000,€129000,flat-studio,,,,30 m²,1,,,,,3,,Good
20236311,Woluwe-saint-lambert,1200,€130000,service-flat,,1,,41 m²,1,0,,,,2,,Good
20187391,Aalst,9300,€265000,apartment,,2,,123 m²,1,,,,,2,,Good
20194716,Arlon,6700,€385000,house,,4,459 m²,174 m²,1,,,20 m²,250 m²,3,,Just renovated
20223244,Leopoldsburg,3971,€359600,house,,4,510 m²,166 m²,1,0,,,,3,,As new
20223245,Peer,3990,€376100,apartment,,3,,110 m²,1,,,16 m²,,,,
20223246,Peer,3990,€234950,apartment,,1,,69 m²,1,,,6 m²,,,,
20223242,Nieuwerkerken%20kozen,3850,€365689,house,,3,428 m²,163 m²,1,,,,428 m²,3,,As new
20223243,Nieuwerkerken%20kozen,3850,€365264,house,,3,411 m²,163 m²,1,,,,411 m²,3,,As new
20223240,Sint-truiden,3800,€317628,apartment,,2,,102 m²,1,,,11 m²,,3,,As new
20223241,Leopoldsburg,3970,€291000,house,,3,540 m²,108 m²,1,,,18 m²,540 m²,3,,As new
20223238,Anderlues,6150,€339999,house,,4,440 m²,250 m²,1,0,,70 m²,440 m²,4,0,Good
20223237,Buggenhout,9255,€300000,duplex,,2,,116 m²,1,0,,,,2,,As new
20223236,Buggenhout,9255,€359000,duplex,,2,,116 m²,1,0,,,,2,,As new
20223233,Gent,9000,€249000,house,,2,65 m²,180 m²,1,0,,,,2,,To be done up
20223234,Gent,9000,€235000,house,,1,22 m²,44 m²,1,0,,,,2,,Good
20223232,Gent,9000,€289000,house,,2,30 m²,58 m²,1,0,,,,2,0,Good
20223223,La%20hestre,7170,€160000,house,,2,198 m²,156 m²,1,,,20 m²,115 m²,2,,Good
20223221,Heusden-zolder,3550,€269000,apartment,,2,,91 m²,1,,,16 m²,,2,,As new
20223220,Heusden-zolder,3550,€270280,apartment,,2,,92 m²,1,0,,16 m²,,2,,As new
20223219,Woluwe-saint-lambert,1200,€525000,apartment,,2,,120 m²,1,0,,,,3,0,Good
20132507,Aalst,9300,€259000,apartment,,2,,96 m²,1,,,,,2,0,Just renovated
20223210,Li%c3%a8ge,4000,€169000,apartment,,1,,50 m²,1,,,,,2,,Good
20223207,Damme,8340,€650000,house,,3,235 m²,210 m²,1,,,,40 m²,2,,As new
20209426,Rixensart,1330,€335000,apartment,,2,,80 m²,1,0,,8 m²,,1,,
20168750,Rixensart,1330,€335000,apartment,,2,,80 m²,1,0,,8 m²,,1,,
20223204,Ixelles,1050,€475000,apartment,,2,,134 m²,1,0,,12 m²,,2,0,Good
20159570,Hoeilaart,1560,€1725000,house,,7,4300 m²,650 m²,1,0,1,,,4,1,
20159568,Hoeilaart,1560,€1725000,apartment-block,,7,4300 m²,650 m²,1,0,1,,,4,1,
20209428,Overijse,3090,€695000,villa,,6,960 m²,280 m²,1,0,1,55 m²,,4,,
20209429,Rosi%c3%a8res,1331,€335000,apartment,,2,,80 m²,1,0,,8 m²,,1,,
20203545,Braine-l%27alleud,1420,€199900,apartment-block,,,,230 m²,1,0,,,,2,,
20223203,Fosses-la-ville,5070,€210000,apartment,,2,,126 m²,1,,,,,,,
20237230,Wavre,1300,€450000,duplex,,4,,200 m²,1,0,,,,,0,As new
20233990,Knokke-heist,8300,€897000,apartment,,2,,85 m²,1,,,,,,,Good
20223875,Gilly-a-500-m-de-jumet,6040,€125000,house,,4,399 m²,200 m²,1,0,,,,2,0,To be done up
20223874,Gilly-a-500-m-de-lodelinsart,6042,€125000,house,,4,399 m²,200 m²,1,0,,,,2,0,To be done up
20223876,Gilly,6060,€125000,house,,4,399 m²,200 m²,1,0,,,,2,0,To be done up
20223868,Meulebeke,8760,€129000,house,,3,165 m²,125 m²,1,,,,,3,,To renovate
20222371,Aalst,9308,€258000,house,,3,177 m²,155 m²,1,,,12 m²,50 m²,,,Good
20223878,Maisieres-mons,7020,€340000,villa,,5,1152 m²,150 m²,1,,,,,4,,Good
20225655,Maldegem,9990,€359000,house,,3,135 m²,134 m²,1,,,,,2,0,As new
20222671,Anderlecht,1070,€399000,house,,6,225 m²,188 m²,1,0,,,,2,,Good
20228773,Asse,1730,€490000,house,,3,316 m²,140 m²,1,,,20 m²,200 m²,3,0,As new
20230669,Meise,1860,€575000,house,,4,567 m²,300 m²,1,,1,100 m²,140 m²,4,0,Good
20225444,Marke,8510,€695000,house,,3,1652 m²,180 m²,1,,,,,4,,Good
20222892,Kontich,2550,€1075000,house,,3,2297 m²,266 m²,1,,,58 m²,,4,,Good
20208994,Berchem-sainte-agathe,1082,€310000,apartment,,2,,84 m²,1,0,,,26 m²,3,0,
20206272,Anderlecht,1070,€315000,house,,2,,105 m²,1,,,,40 m²,3,,To renovate
20203851,Ledeberg,9050,€399000,house,,4,83 m²,136 m²,1,0,,,,2,0,Good
20205241,Overijse,3090,€825000,house,,5,,250 m²,1,,,,700 m²,4,,
20204094,Hamme-9220,9220,€1249000,house,,4,2051 m²,307 m²,1,,,,,,,As new
20204175,Knokke,8300,€1980000,villa,,4,842 m²,297 m²,1,0,,,,,,Good
20179539,Brakel,9660,€250000,house,,3,731 m²,187 m²,1,0,,,,,,To renovate
20180036,Sint-pieters-leeuw,1600,€330000,house,,3,114 m²,170 m²,1,0,,,45 m²,,,To renovate
20183766,Sint-lievens-houtem,9520,€399000,house,,3,2952 m²,198 m²,1,,,,,4,,Good
20180129,Sint-eloois-winkel,8880,€479000,house,,3,814 m²,290 m²,1,,,,,,,Good
20174587,Ans-alleur,4432,€1490000,villa,,4,3478 m²,505 m²,1,0,,105 m²,,4,1,Good
20006287,Gooik,1755,€329000,mansion,,4,1908 m²,314 m²,1,,1,,,3,,Good
20231742,Purnode,5530,€281732,house,,3,1475 m²,150 m²,1,,,20 m²,1000 m²,4,0,As new
20231529,Spy,5190,€325732,house,,3,1159 m²,150 m²,1,,,20 m²,600 m²,4,0,As new
20231625,Bilstain,4831,€366732,house,,3,965 m²,150 m²,1,,,20 m²,300 m²,4,0,As new
20180958,Wilsele,3012,€379000,house,,2,473 m²,117 m²,1,,,42 m²,,,,Good
20223202,Fosses-la-ville,5070,€189000,apartment,,2,,116 m²,1,,,,,,,
20223200,Fosses-la-ville,5070,€199000,apartment,,2,,126 m²,1,,,,,,,
20223201,Fosses-la-ville,5070,€210000,apartment,,2,,126 m²,1,,,,,,,
20223199,Charleroi%20marcinelle,6001,€245000,apartment-block,,4,,160 m²,1,0,,,,3,0,To be done up
20223197,Fosses-la-ville,5070,€199000,apartment,,2,,102 m²,1,,,,,,,
20223198,Fosses-la-ville,5070,€199000,apartment,,2,,116 m²,1,,,,,,,
20223172,Antwerpen,2140,€295000,house,,4,49 m²,193 m²,1,,,,,3,,Good
20223175,Antwerpen,2000,€269000,apartment,,1,,70 m²,1,,,12 m²,,2,,Good
20223179,Antwerpen,2020,€459000,house,,3,126 m²,247 m²,1,,,,28 m²,2,,Good
20223182,Antwerpen,2060,€289000,house,,4,54 m²,141 m²,1,,,,,2,,Good
20223181,Antwerpen,2060,€274000,house,,2,47 m²,111 m²,1,,,,,2,,Just renovated
20223187,Antwerpen,2020,€309000,house,,3,148 m²,179 m²,1,,,,40 m²,2,,To be done up
20223186,Antwerpen,2060,€315000,town-house,,4,75 m²,235 m²,1,,,,,2,,Good
20223191,Antwerpen,2050,€449000,apartment,,3,,142 m²,1,,,18 m²,,2,,Good
